Year,Ceremony,Award,Winner,Name,Film,,,
1972,45,Foreign Language Film,,Union of Soviet Socialist Republics,The Dawns Here Are Quiet ,,,
1972,45,Foreign Language Film,1,France,The Discreet Charm of the Bourgeoisie ,,,
1972,45,Foreign Language Film,,Israel,I Love You Rosa ,,,
1972,45,Foreign Language Film,,Spain,My Dearest Señorita ,,,
1972,45,Foreign Language Film,,Sweden,The New Land ,,,
1972,45,Music (Original Dramatic Score),,Nino Rota,The Godfather ,,,
1972,45,Music (Original Dramatic Score),,John Williams,images ,,,
1972,45,Music (Original Dramatic Score),1,"Charles Chaplin, Raymond Rasch, Larry Russell",Limelight ,,,
1972,45,Music (Original Dramatic Score),,Buddy Baker,Napoleon and Samantha ,,,
1972,45,Music (Original Dramatic Score),,John Williams,The Poseidon Adventure ,,,
1972,45,Music (Original Dramatic Score),,John Addison,Sleuth ,,,
1972,45,Music (Scoring: Adaptation and Original Song Score),1,Adaptation Score by Ralph Burns,Cabaret ,,,
1972,45,Music (Scoring: Adaptation and Original Song Score),,Adaptation Score by Gil Askey,Lady Sings the Blues ,,,
1972,45,Music (Scoring: Adaptation and Original Song Score),,Adaptation Score by Laurence Rosenthal,Man of La Mancha ,,,
1972,45,"Music (Song, Original for the Picture)",,Music by Walter Scharf,"""Ben"" from Ben", Lyrics by Don Black,,
1972,45,"Music (Song, Original for the Picture)",,Music by Fred Karlin,"""Come Follow, Follow Me"" from The Little Ark", Lyrics by Marsha Karlin,,
1972,45,"Music (Song, Original for the Picture)",,Music by Maurice Jarre,"""Marmalade, Molasses & Honey"" from The Life and Times of Judge Roy Bean", Lyrics by Marilyn Bergman and Alan Bergman,,
1972,45,"Music (Song, Original for the Picture)",1,Music and Lyrics by Al Kasha and Joel Hirschhorn,"""The Morning After"" from The Poseidon Adventure",,,
1972,45,"Music (Song, Original for the Picture)",,Music by Sammy Fain,"""Strange Are The Ways Of Love"" from The Stepmother", Lyrics by Paul Francis Webster,,
1972,45,Best Picture,,"Cy Feuer, Producer",Cabaret ,,,
1972,45,Best Picture,,"John Boorman, Producer",Deliverance ,,,
1972,45,Best Picture,,"Bengt Forslund, Producer",The Emigrants ,,,
1972,45,Best Picture,1,"Albert S. Ruddy, Producer",The Godfather ,,,
1972,45,Best Picture,,"Robert B. Radnitz, Producer",Sounder ,,,
1972,45,Short Subject (Animated),1,"Richard Williams, Producer",A Christmas Carol ,,,
1972,45,Short Subject (Animated),,"Bob Godfrey, Producer",Kama Sutra Rides Again ,,,
1972,45,Short Subject (Animated),,"Nedeljko Dragic, Producer",Tup Tup ,,,
1972,45,Short Subject (Live Action),,"Ron Satlof and Ray Gideon, Producers",Frog Story ,,,
1972,45,Short Subject (Live Action),1,"Richard Barclay, Producer",Norman Rockwell's World...An American Dream ,,,
1972,45,Short Subject (Live Action),,"David Adams, Producer",Solo ,,,
1972,45,Sound,,"Arthur Piantadosi, Charles Knight",Butterflies Are Free ,,,
1972,45,Sound,1,"Robert Knudson, David Hildyard",Cabaret ,,,
1972,45,Sound,,"Richard Portman, Gene Cantamessa",The Candidate ,,,
1972,45,Sound,,"Bud Grenzbach, Richard Portman, Christopher Newman",The Godfather ,,,
1972,45,Sound,,"Theodore Soderberg, Herman Lewis",The Poseidon Adventure ,,,
1972,45,"Writing (Screenplay, Based on Material from Another Medium)",,Jay Allen,Cabaret ,,,
1972,45,"Writing (Screenplay, Based on Material from Another Medium)",,"Jan Troell, Bengt Forslund",The Emigrants ,,,
1972,45,"Writing (Screenplay, Based on Material from Another Medium)",1,"Mario Puzo, Francis Ford Coppola",The Godfather ,,,
1972,45,"Writing (Screenplay, Based on Material from Another Medium)",,Julius J. Epstein,Pete 'n' Tillie ,,,
1972,45,"Writing (Screenplay, Based on Material from Another Medium)",,"Lonne Elder, III",Sounder ,,,
1972,45,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",1,Jeremy Larner,The Candidate ,,,
1972,45,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",,Story and Screenplay by Luis Buñuel,The Discreet Charm of the Bourgeoisie , in collaboration with Jean-Claude Carrière,,
1972,45,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",,"Terence McCloy, Chris Clark, Suzanne de Passe",Lady Sings the Blues ,,,
1972,45,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",,Louis Malle,Murmur of the Heart ,,,
1972,45,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",,Carl Foreman,Young Winston ,,,
1972,45,Special Achievement Award (Visual Effects),1,"L. B. Abbott, A. D. Flowers",The Poseidon Adventure ,,,
1972,45,Jean Hersholt Humanitarian Award,1,Rosalind Russell,,,,
1972,45,Honorary Award,1,Charles S. Boren,,,,
1972,45,Honorary Award,1,Edward G. Robinson,,,,
1973,46,Actor,,Marlon Brando,Last Tango in Paris,,,
1973,46,Actor,1,Jack Lemmon,Save the Tiger,,,
1973,46,Actor,,Jack Nicholson,The Last Detail,,,
1973,46,Actor,,Al Pacino,Serpico,,,
1973,46,Actor,,Robert Redford,The Sting,,,
1973,46,Actor in a Supporting Role,,Vincent Gardenia,Bang the Drum Slowly,,,
1973,46,Actor in a Supporting Role,,Jack Gilford,Save the Tiger,,,
1973,46,Actor in a Supporting Role,1,John Houseman,The Paper Chase,,,
1973,46,Actor in a Supporting Role,,Jason Miller,The Exorcist,,,
1973,46,Actor in a Supporting Role,,Randy Quaid,The Last Detail,,,
1973,46,Actress,,Ellen Burstyn,The Exorcist,,,
1973,46,Actress,1,Glenda Jackson,A Touch of Class,,,
1973,46,Actress,,Marsha Mason,Cinderella Liberty,,,
1973,46,Actress,,Barbra Streisand,The Way We Were,,,
1973,46,Actress,,Joanne Woodward,"Summer Wishes, Winter Dreams",,,
1973,46,Actress in a Supporting Role,,Linda Blair,The Exorcist,,,
1973,46,Actress in a Supporting Role,,Candy Clark,American Graffiti,,,
1973,46,Actress in a Supporting Role,,Madeline Kahn,Paper Moon,,,
1973,46,Actress in a Supporting Role,1,Tatum O'Neal,Paper Moon,,,
1973,46,Actress in a Supporting Role,,Sylvia Sidney,"Summer Wishes, Winter Dreams",,,
1973,46,Art Direction,,"Art Direction: Lorenzo Mongiardino, Gianni Quaranta; Set Decoration: Carmelo Patrono",Brother Sun Sister Moon ,,,
1973,46,Art Direction,,Art Direction: Bill Malley,The Exorcist , Set Decoration: Jerry Wunderlich,,
1973,46,Art Direction,1,Art Direction: Henry Bumstead,The Sting , Set Decoration: James Payne,,
1973,46,Art Direction,,Art Direction: Philip Jefferies,Tom Sawyer , Set Decoration: Robert de Vestel,,
1973,46,Art Direction,,Art Direction: Stephen Grimes,The Way We Were , Set Decoration: William Kiernan,,
1973,46,Cinematography,1,Sven Nykvist,Cries and Whispers ,,,
1973,46,Cinematography,,Owen Roizman,The Exorcist ,,,
1973,46,Cinematography,,Jack Couffer,Jonathan Livingston Seagull ,,,
1973,46,Cinematography,,Robert Surtees,The Sting ,,,
1973,46,Cinematography,,"Harry Stradling, Jr.",The Way We Were ,,,
1973,46,Costume Design,,Marik Vos,Cries and Whispers ,,,
1973,46,Costume Design,,Piero Tosi,Ludwig ,,,
1973,46,Costume Design,1,Edith Head,The Sting ,,,
1973,46,Costume Design,,Donfeld,Tom Sawyer ,,,
1973,46,Costume Design,,"Dorothy Jeakins, Moss Mabry",The Way We Were ,,,
1973,46,Directing,,George Lucas,American Graffiti ,,,
1973,46,Directing,,Ingmar Bergman,Cries and Whispers ,,,
1973,46,Directing,,William Friedkin,The Exorcist ,,,
1973,46,Directing,,Bernardo Bertolucci,Last Tango in Paris ,,,
1973,46,Directing,1,George Roy Hill,The Sting ,,,
1973,46,Documentary (Feature),,"John D. Goodell, Producer",Always a New Beginning ,,,
1973,46,Documentary (Feature),,"Bengt von zur Muehlen, Producer",Battle of Berlin ,,,
1973,46,Documentary (Feature),1,"Kieth Merrill, Producer",The Great American Cowboy ,,,
1973,46,Documentary (Feature),,"Alex Grasshoff, Producer",Journey to the Outer Limits ,,,
1973,46,Documentary (Feature),,"Gertrude Ross Marks and Edmund F. Penney, Producers",Walls of Fire ,,,
1973,46,Documentary (Short Subject),,"Carmen D'Avino, Producer",Background ,,,
1973,46,Documentary (Short Subject),,"Louis Marcus, Producer",Children at Work (Paisti Ag Obair) ,,,
1973,46,Documentary (Short Subject),,"Albert Maysles and David Maysles, Producers",Christo's Valley Curtain ,,,
1973,46,Documentary (Short Subject),,"Terry Sanders and June Wayne, Producers",Four Stones for Kanemitsu ,,,
1973,46,Documentary (Short Subject),1,"Julian Krainin and DeWitt L. Sage, Jr., Producers",Princeton: A Search for Answers ,,,
1973,46,Film Editing,,"Verna Fields, Marcia Lucas",American Graffiti ,,,
1973,46,Film Editing,,Ralph Kemplen,The Day of the Jackal ,,,
1973,46,Film Editing,,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",The Exorcist ,,,
1973,46,Film Editing,,"Frank P. Keller, James Galloway",Jonathan Livingston Seagull ,,,
1973,46,Film Editing,1,William Reynolds,The Sting ,,,
1973,46,Foreign Language Film,1,France,Day for Night ,,,
1973,46,Foreign Language Film,,Israel,The House on Chelouche Street ,,,
1973,46,Foreign Language Film,,Switzerland,L'Invitation ,,,
1973,46,Foreign Language Film,,West Germany,The Pedestrian ,,,
1973,46,Foreign Language Film,,The Netherlands,Turkish Delight ,,,
1973,46,Music (Original Dramatic Score),,John Williams,Cinderella Liberty ,,,
1973,46,Music (Original Dramatic Score),,Georges Delerue,The Day of the Dolphin ,,,
1973,46,Music (Original Dramatic Score),,Jerry Goldsmith,Papillon ,,,
1973,46,Music (Original Dramatic Score),,John Cameron,A Touch of Class ,,,
1973,46,Music (Original Dramatic Score),1,Marvin Hamlisch,The Way We Were ,,,
1973,46,Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation),,"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",Jesus Christ Superstar ,,,
1973,46,Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation),1,Adaptation Score by Marvin Hamlisch,The Sting ,,,
1973,46,Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation),,Song Score by Richard M. Sherman and Robert B. Sherman,Tom Sawyer , Adaptation Score by John Williams,,
1973,46,Music (Song),,Music by George Barrie,"""All That Love Went To Waste"" from A Touch of Class", Lyrics by Sammy Cahn,,
1973,46,Music (Song),,Music and Lyrics by Paul McCartney and Linda McCartney,"""Live And Let Die"" from Live and Let Die",,,
1973,46,Music (Song),,Music by George Bruns,"""Love"" from Robin Hood", Lyrics by Floyd Huddleston,,
1973,46,Music (Song),,Music by John Williams,"""Nice To Be Around"" from Cinderella Liberty", Lyrics by Paul Williams,,
1973,46,Music (Song),1,Music by Marvin Hamlisch,"""The Way We Were"" from The Way We Were", Lyrics by Alan Bergman and Marilyn Bergman,,
1973,46,Best Picture,,"Francis Ford Coppola, Producer; Gary Kurtz, Co-Producer",American Graffiti ,,,
1973,46,Best Picture,,"Ingmar Bergman, Producer",Cries and Whispers ,,,
1973,46,Best Picture,,"William Peter Blatty, Producer",The Exorcist ,,,
1973,46,Best Picture,1,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting ,,,
1973,46,Best Picture,,"Melvin Frank, Producer",A Touch of Class ,,,
1973,46,Short Subject (Animated),1,"Frank Mouris, Producer",Frank Film ,,,
1973,46,Short Subject (Animated),,"Nick Bosustow and David Adams, Producers",The Legend of John Henry ,,,
1973,46,Short Subject (Animated),,"Emanuele Luzzati and Giulio Gianini, Producers",Pulcinella ,,,
1973,46,Short Subject (Live Action),1,"Allan Miller and William Fertik, Producers",The Bolero ,,,
1973,46,Short Subject (Live Action),,"Richard Gayer, Producer",Clockmaker ,,,
1973,46,Short Subject (Live Action),,"Pen Densham and John Watson, Producers",Life Times Nine ,,,
1973,46,Sound,,"Richard Portman, Lawrence O. Jost",The Day of the Dolphin ,,,
1973,46,Sound,1,"Robert Knudson, Chris Newman",The Exorcist ,,,
1973,46,Sound,,"Donald O. Mitchell, Lawrence O. Jost",The Paper Chase ,,,
1973,46,Sound,,"Richard Portman, Les Fresholtz",Paper Moon ,,,
1973,46,Sound,,"Ronald K. Pierce, Robert Bertrand",The Sting ,,,
1973,46,"Writing (Screenplay, Based on Material from Another Medium)",1,William Peter Blatty,The Exorcist ,,,
1973,46,"Writing (Screenplay, Based on Material from Another Medium)",,Robert Towne,The Last Detail ,,,
1973,46,"Writing (Screenplay, Based on Material from Another Medium)",,James Bridges,The Paper Chase ,,,
1973,46,"Writing (Screenplay, Based on Material from Another Medium)",,Alvin Sargent,Paper Moon ,,,
1973,46,"Writing (Screenplay, Based on Material from Another Medium)",,"Waldo Salt, Norman Wexler",Serpico ,,,
1973,46,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",,"George Lucas, Gloria Katz, Willard Huyck",American Graffiti ,,,
1973,46,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",,Ingmar Bergman,Cries and Whispers ,,,
1973,46,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",,Steve Shagan,Save the Tiger ,,,
1973,46,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",1,David S. Ward,The Sting ,,,
1973,46,"Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)",,"Melvin Frank, Jack Rose",A Touch of Class ,,,
1973,46,Jean Hersholt Humanitarian Award,1,Lew Wasserman,,,,
1973,46,Honorary Award,1,Henri Langlois,,,,
1973,46,Honorary Award,1,Groucho Marx,,,,
1973,46,Irving G. Thalberg Memorial Award,1,Lawrence Weingarten,,,,
1974,47,Actor,1,Art Carney,Harry and Tonto,,,
1974,47,Actor,,Albert Finney,Murder on the Orient Express,,,
1974,47,Actor,,Dustin Hoffman,Lenny,,,
1974,47,Actor,,Jack Nicholson,Chinatown,,,
1974,47,Actor,,Al Pacino,The Godfather Part II,,,
1974,47,Actor in a Supporting Role,,Fred Astaire,The Towering Inferno,,,
1974,47,Actor in a Supporting Role,,Jeff Bridges,Thunderbolt and Lightfoot,,,
1974,47,Actor in a Supporting Role,1,Robert De Niro,The Godfather Part II,,,
1974,47,Actor in a Supporting Role,,Michael V. Gazzo,The Godfather Part II,,,
1974,47,Actor in a Supporting Role,,Lee Strasberg,The Godfather Part II,,,
1974,47,Actress,1,Ellen Burstyn,Alice Doesn't Live Here Anymore,,,
1974,47,Actress,,Diahann Carroll,Claudine,,,
1974,47,Actress,,Faye Dunaway,Chinatown,,,
1974,47,Actress,,Valerie Perrine,Lenny,,,
1974,47,Actress,,Gena Rowlands,A Woman under the Influence,,,
1974,47,Actress in a Supporting Role,1,Ingrid Bergman,Murder on the Orient Express,,,
1974,47,Actress in a Supporting Role,,Valentina Cortese,Day for Night,,,
1974,47,Actress in a Supporting Role,,Madeline Kahn,Blazing Saddles,,,
1974,47,Actress in a Supporting Role,,Diane Ladd,Alice Doesn't Live Here Anymore,,,
1974,47,Actress in a Supporting Role,,Talia Shire,The Godfather Part II,,,
1974,47,Art Direction,,"Art Direction: Richard Sylbert, W. Stewart Campbell; Set Decoration: Ruby Levitt",Chinatown ,,,
1974,47,Art Direction,,"Art Direction: Alexander Golitzen, E. Preston Ames; Set Decoration: Frank McKelvy",Earthquake ,,,
1974,47,Art Direction,1,"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson",The Godfather Part II ,,,
1974,47,Art Direction,,"Art Direction: Peter Ellenshaw, John B. Mansbridge, Walter Tyler, Al Roelofs; Set Decoration: Hal Gausman",The Island at the Top of the World ,,,
1974,47,Art Direction,,"Art Direction: William Creber, Ward Preston; Set Decoration: Raphael Bretton",The Towering Inferno ,,,
1974,47,Cinematography,,John A. Alonzo,Chinatown ,,,
1974,47,Cinematography,,Philip Lathrop,Earthquake ,,,
1974,47,Cinematography,,Bruce Surtees,Lenny ,,,
1974,47,Cinematography,,Geoffrey Unsworth,Murder on the Orient Express ,,,
1974,47,Cinematography,1,"Fred Koenekamp, Joseph Biroc",The Towering Inferno ,,,
1974,47,Costume Design,,Anthea Sylbert,Chinatown ,,,
1974,47,Costume Design,,John Furness,Daisy Miller ,,,
1974,47,Costume Design,,Theadora Van Runkle,The Godfather Part II ,,,
1974,47,Costume Design,1,Theoni V. Aldredge,The Great Gatsby ,,,
1974,47,Costume Design,,Tony Walton,Murder on the Orient Express ,,,
1974,47,Directing,,Roman Polanski,Chinatown ,,,
1974,47,Directing,,Francois Truffaut,Day for Night ,,,
1974,47,Directing,1,Francis Ford Coppola,The Godfather Part II ,,,
1974,47,Directing,,Bob Fosse,Lenny ,,,
1974,47,Directing,,John Cassavetes,A Woman under the Influence ,,,
1974,47,Documentary (Feature),,"Judy Collins and Jill Godmilow, Producers",Antonia: A Portrait of the Woman ,,,
1974,47,Documentary (Feature),,"Herbert Kline, Producer",The Challenge...A Tribute to Modern Art ,,,
1974,47,Documentary (Feature),,"Jacquot Ehrlich, David Bergman and Haim Gouri, Producers",The 81st Blow ,,,
1974,47,Documentary (Feature),1,"Peter Davis and Bert Schneider, Producers",Hearts and Minds ,,,
1974,47,Documentary (Feature),,"Natalie R. Jones and Eugene S. Jones, Producers",The Wild and the Brave ,,,
1974,47,Documentary (Short Subject),,"Francis Thompson, Producer",City Out of Wilderness ,,,
1974,47,Documentary (Short Subject),1,"Robin Lehman, Producer",Don't ,,,
1974,47,Documentary (Short Subject),,"Jon Boorstin, Producer",Exploratorium ,,,
1974,47,Documentary (Short Subject),,"Dewitt Jones and Lesley Foster, Producers",John Muir's High Sierra ,,,
1974,47,Documentary (Short Subject),,"Ronald S. Kass and Mervyn Lloyd, Producers",Naked Yoga ,,,
1974,47,Film Editing,,"John C. Howard, Danford Greene",Blazing Saddles ,,,
1974,47,Film Editing,,Sam O'Steen,Chinatown ,,,
1974,47,Film Editing,,Dorothy Spencer,Earthquake ,,,
1974,47,Film Editing,,Michael Luciano,The Longest Yard ,,,
1974,47,Film Editing,1,"Harold F. Kress, Carl Kress",The Towering Inferno ,,,
1974,47,Foreign Language Film,1,Italy,Amarcord ,,,
1974,47,Foreign Language Film,,Hungary,Cats' Play ,,,
1974,47,Foreign Language Film,,Poland,The Deluge ,,,
1974,47,Foreign Language Film,,France,"Lacombe, Lucien ",,,
1974,47,Foreign Language Film,,Argentina,The Truce ,,,
1974,47,Music (Original Dramatic Score),,Jerry Goldsmith,Chinatown ,,,
1974,47,Music (Original Dramatic Score),1,"Nino Rota, Carmine Coppola",The Godfather Part II ,,,
1974,47,Music (Original Dramatic Score),,Richard Rodney Bennett,Murder on the Orient Express ,,,
1974,47,Music (Original Dramatic Score),,Alex North,Shanks ,,,
1974,47,Music (Original Dramatic Score),,John Williams,The Towering Inferno ,,,
1974,47,Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation),1,Adaptation Score by Nelson Riddle,The Great Gatsby ,,,
